seconds_since_start,reading_1_us,reading_2_us,reading_3_us,reading_4_us,reading_5_us,reading_6_us,reading_7_us,reading_8_us,reading_9_us,reading_10_us,reading_11_us,reading_12_us,reading_13_us,reading_14_us,reading_15_us,reading_16_us,reading_17_us,reading_18_us,reading_19_us,reading_20_us
0,85,63,42,61,61,60,40,62,62,61,39,58,60,59,39,60,61,62,39,60
0,86,64,64,69,71,62,61,61,68,68,61,61,62,75,70,62,62,62,69,70
306,84,40,64,60,63,38,60,60,63,41,62,62,61,37,59,64,61,41,63,62
611,84,62,73,70,63,62,61,67,68,64,61,61,69,71,61,63,62,72,68,62
916,87,65,42,61,62,62,41,62,61,63,41,62,62,63,38,60,62,61,39,60
1221,94,68,64,60,61,71,70,63,62,62,70,71,61,62,61,66,70,61,62,63
1526,53,62,62,61,39,61,64,60,38,62,60,61,42,61,63,61,39,60,61,61
1831,85,63,63,70,69,62,60,62,69,70,60,60,62,69,69,62,62,60,70,71
2136,85,62,61,40,61,61,61,40,60,60,62,39,62,61,61,41,66,60,61,39
2441,84,73,71,62,61,60,66,70,61,63,60,70,70,61,62,64,70,68,62,61
2747,86,63,40,61,64,61,43,62,66,61,41,62,62,62,41,63,61,61,41,62
3052,86,63,62,68,68,61,59,62,70,69,61,61,61,69,71,63,61,62,69,70
3357,87,62,40,61,62,60,41,60,61,65,38,59,62,61,41,61,63,62,41,60
3662,86,72,69,61,63,59,69,67,62,60,61,68,69,62,61,63,69,70,60,61
3967,87,40,61,61,62,41,60,63,60,40,60,62,62,40,62,60,62,40,64,62
4272,85,70,69,60,61,61,70,71,62,61,63,70,69,62,60,61,69,70,61,61
4577,85,63,63,41,62,62,62,40,62,62,60,41,61,61,62,39,62,63,61,39
4883,95,65,60,62,69,71,62,62,61,73,74,61,63,63,69,70,60,61,60,69
5188,94,64,62,62,38,59,63,60,40,62,61,61,41,60,61,63,42,63,61,61
5493,89,75,69,60,62,61,69,71,60,63,59,70,76,61,62,62,70,72,61,61
5798,55,63,60,61,39,61,62,63,41,59,62,61,40,63,60,61,39,62,62,62
6103,85,65,68,71,62,62,60,67,70,63,61,61,72,69,61,61,62,71,70,63
6408,93,63,62,62,38,62,63,61,39,60,60,62,41,61,61,63,41,61,62,62
6713,83,62,73,70,61,61,61,70,69,63,60,64,69,69,60,63,63,70,69,61
7019,55,63,62,61,39,61,62,61,41,61,61,61,38,61,62,62,39,62,61,61
7324,95,61,62,59,71,70,62,62,62,69,69,61,62,61,70,68,61,61,61,75
7629,96,63,61,62,39,60,62,62,39,60,61,60,39,62,61,61,39,61,60,61
7934,86,65,70,69,61,61,60,72,70,61,62,61,71,67,61,62,62,69,71,60
8239,83,39,62,61,61,39,61,62,61,38,61,61,62,40,62,61,60,39,61,60
8544,87,70,71,62,61,62,69,70,61,64,61,69,67,62,62,60,70,70,61,62
8849,86,61,39,64,60,61,39,62,62,61,42,62,62,61,38,65,61,64,41,62
9155,92,70,63,62,63,70,69,62,62,61,70,69,61,61,63,71,70,62,62,60
9460,57,64,62,61,40,59,62,60,38,61,62,61,37,61,62,60,39,63,63,62
9765,94,71,62,62,60,72,69,61,62,63,66,72,64,61,63,70,70,63,60,62
10070,88,63,41,61,62,63,39,62,60,61,40,61,61,60,41,62,61,62,41,62
10375,95,74,63,61,62,72,67,62,60,61,71,70,62,60,60,68,72,62,63,62
10680,96,62,60,61,40,63,61,62,41,62,61,62,39,62,62,61,40,60,63,60
10986,93,75,61,62,60,67,71,62,62,62,69,70,62,60,63,67,70,62,60,60
11291,90,62,40,61,62,64,41,61,61,61,38,61,62,62,41,64,60,61,41,61
11596,94,63,63,63,69,68,61,62,62,71,72,60,61,62,70,69,60,60,61,68
11901,83,63,39,61,62,62,38,62,62,61,40,62,61,62,40,63,61,62,39,63
12206,87,63,60,68,68,61,62,61,70,72,61,61,61,71,71,65,63,60,71,70
12511,87,62,62,41,63,61,64,38,60,63,63,39,61,61,67,40,63,63,60,37
12816,87,65,64,73,71,62,63,61,70,70,62,61,61,71,70,62,63,62,66,68
13122,85,63,39,61,61,62,40,61,61,64,41,61,63,62,40,63,61,61,40,62
13427,100,65,66,61,68,70,62,62,61,69,69,62,61,61,69,73,61,62,61,70
13732,53,63,63,63,41,62,61,64,42,61,60,62,40,62,63,61,39,59,61,62
14037,85,63,63,71,71,62,61,62,70,73,61,61,62,69,70,61,61,63,70,71
14342,54,65,64,61,39,60,60,61,39,61,61,61,40,62,61,63,39,60,61,59
14647,85,64,62,71,69,60,61,62,69,70,63,63,61,70,71,62,60,62,71,67
14952,93,64,63,62,40,64,62,61,40,61,61,62,41,62,61,63,39,62,61,61
15258,94,71,61,62,63,69,69,60,63,62,67,71,60,63,61,72,69,62,63,61
15563,93,64,65,62,39,60,61,62,41,59,66,61,37,64,61,62,39,62,62,63
15868,95,63,63,61,70,71,62,61,62,68,71,62,61,62,69,68,63,62,63,69
16173,86,63,37,60,60,64,40,60,60,60,39,63,61,61,40,60,61,61,39,63
16478,85,63,62,71,70,61,61,62,72,68,61,60,62,69,69,61,61,61,67,69
16783,84,39,63,64,62,39,61,62,60,38,63,61,62,40,62,61,61,40,61,62
17089,98,63,63,62,69,71,62,63,62,68,71,61,62,64,65,71,61,61,62,71
17394,84,39,61,64,60,41,62,63,60,41,61,62,62,40,61,62,61,39,61,60
17699,86,74,71,61,62,62,69,69,62,61,61,70,70,59,61,61,69,69,61,62
18004,98,63,60,62,42,61,61,62,40,63,61,63,40,61,61,62,39,62,60,61
18309,84,63,65,73,71,61,61,63,69,71,62,62,62,71,67,61,62,61,71,69
18614,87,63,62,40,62,62,60,43,61,64,62,42,60,59,62,40,60,61,60,39
18919,87,73,71,62,63,62,68,66,62,61,61,69,70,62,63,62,69,70,62,63
19225,91,63,40,61,61,62,39,62,61,61,40,61,63,61,41,63,62,60,40,62
19530,93,70,63,61,61,65,68,61,63,62,69,69,62,62,64,70,66,61,64,60
19835,85,63,62,40,61,61,61,39,61,60,61,42,62,62,63,42,61,61,60,42
20140,85,65,62,69,69,61,62,61,70,72,61,62,62,68,68,60,62,62,69,70
20445,91,66,62,39,62,62,62,38,61,60,60,41,62,62,63,40,61,61,61,40
20750,86,63,67,70,63,64,62,72,71,61,64,62,70,71,62,64,62,66,69,61
21055,82,62,41,62,65,62,41,63,60,61,41,62,61,62,41,60,62,62,39,61
21361,93,63,61,60,68,71,60,62,62,71,68,63,60,62,71,74,63,60,62,70
21666,97,62,61,63,39,63,62,60,40,60,62,61,40,61,61,62,39,60,61,62
21971,96,62,61,61,70,72,61,61,63,68,69,61,62,62,69,69,61,65,61,71
22276,87,64,62,38,62,61,61,40,62,61,62,39,62,62,62,40,61,62,62,42
22581,87,63,61,71,70,65,63,62,69,70,61,61,63,68,70,60,60,62,70,71
22886,83,65,40,63,63,60,40,61,61,60,39,61,61,62,40,61,63,60,40,61
23191,84,62,73,70,62,59,62,69,70,61,61,61,71,69,62,62,62,69,70,61
23497,84,62,40,60,62,61,41,61,61,59,39,62,60,63,38,61,62,63,39,61
23802,94,75,61,61,60,70,72,62,62,62,71,71,62,61,63,68,68,64,61,62
24107,94,63,61,64,41,62,62,61,40,61,61,62,39,61,62,62,38,63,63,63
24412,94,70,62,62,59,68,70,61,62,60,70,69,61,61,61,69,68,62,61,61
24717,87,61,62,40,60,62,62,40,62,62,62,40,62,62,61,39,61,62,59,38
25022,93,61,61,62,80,71,62,64,63,69,70,61,61,62,70,73,60,62,62,68
25328,86,63,40,63,62,64,40,61,62,62,40,62,59,59,40,63,62,61,40,63
25633,92,69,61,62,60,71,70,60,63,60,68,72,61,60,61,68,70,61,59,63
25938,85,64,60,39,60,60,62,42,61,62,61,40,61,61,62,40,61,63,60,40
26243,88,63,64,70,72,62,60,60,68,70,61,60,65,68,69,62,61,63,72,68
26548,89,65,63,40,61,60,63,40,66,61,61,41,61,61,62,38,61,62,62,39
26853,87,72,68,61,62,63,75,68,61,61,62,68,71,63,62,63,69,68,62,62
27158,94,63,61,62,40,60,61,61,40,63,61,61,39,63,62,63,38,61,62,62
27464,85,62,71,70,61,63,61,68,68,61,61,62,71,71,60,60,61,71,67,61
27769,83,63,41,62,62,62,39,60,61,63,42,60,62,62,39,61,62,62,40,62
28074,93,72,61,60,61,73,69,62,61,61,69,68,60,61,62,69,69,62,62,60
28379,87,40,62,63,60,40,60,63,62,40,61,60,60,41,60,60,61,38,61,63
28684,86,64,67,74,62,61,62,72,72,62,61,61,72,67,62,63,64,69,72,62
28989,83,62,40,61,61,61,40,61,63,59,41,62,59,60,37,61,62,61,39,61
29294,87,62,61,70,71,64,60,63,69,71,61,59,61,69,74,61,61,62,69,72
29600,56,65,64,61,40,62,61,61,37,61,61,62,39,62,62,61,37,60,62,63
29905,92,74,64,63,62,68,73,62,62,60,68,71,61,62,61,67,69,61,62,61
30210,86,61,39,60,62,61,37,61,62,63,40,60,62,60,39,62,61,62,40,62
30515,83,64,72,67,61,62,60,71,70,60,61,62,69,70,61,61,61,69,68,61
30820,87,64,63,39,61,62,60,41,63,61,63,40,61,60,63,41,62,61,62,41
31125,83,63,61,71,70,61,61,60,71,70,61,61,60,70,69,61,61,61,71,70
31430,95,62,60,61,40,64,64,60,39,62,61,63,41,63,61,60,40,61,62,63
31736,85,62,72,70,63,61,65,66,73,60,63,60,70,67,60,61,61,70,72,62
32041,85,64,63,41,62,62,61,39,61,62,62,41,61,59,60,40,62,62,62,40
32346,94,69,62,61,63,71,67,62,61,62,70,70,60,63,62,67,71,61,61,61
32651,84,63,62,40,61,61,61,38,61,61,62,40,61,61,63,40,62,60,61,38
32956,85,68,62,70,70,62,61,60,68,69,61,61,61,67,71,62,61,62,68,67
33261,85,64,61,42,63,61,63,39,62,61,61,40,63,62,61,39,60,63,62,39
33566,85,62,70,68,62,60,61,69,72,61,60,61,71,68,63,62,61,70,70,62
33872,86,43,64,61,62,39,63,62,62,38,62,63,64,39,61,62,64,39,64,61
34177,97,72,63,62,64,73,68,61,61,62,70,70,61,61,60,71,72,62,61,60
34482,88,64,61,39,61,61,62,38,62,62,61,40,61,62,61,39,65,61,61,41
34787,94,61,62,62,67,69,62,61,62,71,69,62,62,62,73,72,63,62,63,69
35092,86,42,61,62,61,40,60,63,62,39,61,60,59,40,61,60,61,39,63,60
35397,91,71,64,61,61,71,71,63,62,62,73,68,60,61,61,69,69,61,61,61
35703,85,39,63,60,60,38,61,62,59,39,62,64,63,40,63,59,62,40,63,62
36008,88,62,68,70,62,61,62,69,70,63,62,61,67,69,61,61,63,71,69,62
36313,87,63,64,41,59,62,61,39,64,61,62,39,59,61,61,40,60,61,61,41
36618,87,63,61,71,68,60,62,62,68,68,61,61,61,68,70,61,62,62,71,68
36923,84,64,39,60,62,62,42,61,65,62,40,61,60,60,39,64,62,63,38,63
37228,85,73,70,60,63,60,69,69,61,63,61,70,69,59,61,62,74,72,62,61
37534,83,40,63,61,63,39,61,63,60,40,60,61,62,41,62,62,62,40,60,62
37839,84,61,62,68,69,63,63,61,70,71,61,64,60,70,68,62,60,62,68,69
38144,84,62,39,60,62,61,40,61,62,60,41,58,60,63,39,62,61,61,38,61
38449,85,69,70,59,62,62,69,70,61,62,61,70,70,60,60,61,70,69,62,61
38754,86,42,62,61,62,41,62,63,61,41,59,62,61,39,62,61,60,40,61,62
39059,92,68,62,61,60,70,69,63,60,61,68,71,61,62,62,69,70,63,61,61
39364,86,65,61,41,61,61,60,40,62,61,62,40,61,61,62,38,64,63,61,39
39670,95,64,63,60,70,68,61,61,61,71,68,62,61,60,67,69,61,60,61,69
39975,54,63,62,61,39,61,62,61,39,61,62,61,39,61,61,63,42,62,60,62
40280,83,65,63,69,70,61,60,61,71,70,61,60,63,72,69,62,62,63,72,70
40585,88,41,63,60,60,43,62,62,62,39,60,61,62,41,61,62,61,41,61,62
40890,91,63,73,70,62,62,62,69,69,63,61,61,69,70,62,63,62,68,69,62
41195,85,43,64,67,62,40,61,62,61,41,60,60,61,41,62,62,63,41,61,61
41500,84,60,73,71,61,62,63,68,69,62,62,60,69,69,60,62,66,70,70,61
41805,94,63,61,61,39,61,64,62,40,62,61,61,41,61,61,62,37,64,62,61
42111,86,63,64,70,68,60,61,62,70,73,63,60,64,69,69,63,61,62,71,68
42416,85,64,40,61,61,61,40,61,63,61,39,61,62,61,39,61,64,63,40,61
42721,97,61,62,62,72,69,62,61,62,70,71,63,62,61,74,68,64,61,62,69
43026,87,64,62,40,62,61,61,41,63,61,61,42,62,62,62,40,60,64,61,39
43377,84,64,39,61,66,60,39,63,61,60,39,60,62,63,39,60,62,61,39,63
0,85,63,63,69,71,63,61,61,72,69,62,61,63,69,70,62,62,62,70,72
306,86,64,41,62,61,62,40,63,62,62,40,62,62,63,41,61,60,62,39,63
611,95,72,62,61,61,67,70,61,60,61,67,67,62,62,62,69,69,61,62,61
916,86,63,63,39,62,62,60,40,61,60,62,43,62,61,62,40,60,62,62,40
1221,97,72,63,61,62,68,68,61,61,60,70,69,62,62,60,70,71,61,62,62
1526,86,62,40,60,61,59,41,62,61,61,39,62,60,62,39,61,62,61,41,61
1831,87,63,61,68,66,61,62,61,68,70,62,61,62,70,71,62,61,61,69,72
2136,88,62,62,40,61,62,61,38,61,61,59,39,62,62,62,39,60,61,61,40
2442,94,63,63,60,67,67,62,64,63,68,70,62,59,62,70,69,60,60,62,71
2747,84,39,61,61,61,42,61,61,62,37,62,62,62,41,60,63,60,40,62,60
3052,84,62,62,70,71,61,63,60,71,72,62,59,62,68,70,62,59,64,68,70
3357,84,62,63,39,63,61,61,39,61,62,62,40,60,62,59,40,64,62,61,39
3662,95,69,62,61,62,70,70,60,63,61,70,72,62,61,62,71,67,62,61,60
3967,56,65,62,61,39,62,64,62,39,61,61,60,39,62,61,62,38,62,62,61
4272,86,64,72,72,61,60,62,69,68,60,62,61,70,71,61,61,62,67,71,65
4578,58,63,61,61,41,61,61,62,41,62,63,60,37,62,61,61,39,60,60,60
4883,91,64,71,72,61,61,62,67,69,62,61,62,70,72,61,62,63,70,71,63
5188,57,63,62,61,41,61,61,61,42,62,63,61,42,61,62,60,39,61,62,65
5493,85,73,70,63,61,62,71,68,62,61,60,68,72,62,60,61,71,68,63,62
5798,88,38,60,62,60,40,61,64,60,39,61,62,61,40,63,62,62,41,62,60
6103,92,62,62,60,69,68,62,60,61,70,68,61,61,61,68,72,60,60,63,68
6408,96,62,62,62,39,61,60,60,39,62,62,66,39,62,62,61,39,61,62,62
6714,83,69,67,61,62,62,67,72,62,62,61,71,73,60,62,60,71,66,61,62
7019,85,41,61,62,62,38,62,61,62,39,63,62,61,40,60,61,61,39,61,60
7324,86,64,61,69,67,62,61,60,70,70,60,61,60,71,73,69,61,62,69,70
7629,85,63,63,40,61,62,61,40,62,62,61,40,60,62,61,40,62,63,61,41
7934,91,70,59,61,61,69,67,60,60,61,70,74,62,62,60,68,70,60,64,62
8239,90,62,40,61,61,61,39,62,62,62,41,63,61,62,41,59,63,61,39,61
8545,95,61,63,61,71,69,62,61,61,69,72,63,60,66,69,71,61,62,61,72
8850,89,65,63,40,61,60,61,37,62,61,63,39,60,63,60,37,63,60,60,39
9155,87,73,74,60,62,62,68,69,61,62,61,70,70,61,62,61,69,70,64,61
9460,87,62,41,61,60,60,40,59,62,61,42,61,62,61,42,61,62,62,40,63
9765,84,72,69,60,63,60,70,68,61,63,61,70,70,61,60,61,68,68,60,64
10070,82,63,61,40,61,62,64,40,60,61,62,42,62,62,62,40,62,61,60,39
10375,93,73,63,62,62,68,70,61,60,61,69,71,61,61,59,71,68,59,63,61
10681,85,41,63,63,61,40,62,61,65,41,60,62,66,39,61,62,61,41,63,60
10986,85,63,62,70,70,60,61,61,70,70,63,61,62,70,71,61,63,59,69,72
11291,83,40,60,63,63,41,61,63,61,41,64,62,61,42,61,63,62,41,61,61
11596,100,62,60,62,68,70,63,62,62,68,69,62,62,59,71,69,62,63,61,72
11901,84,38,63,60,61,41,62,61,62,40,62,63,62,40,60,62,63,39,63,61
12206,83,74,69,62,62,61,69,72,63,62,60,70,69,61,62,61,69,68,60,63
12512,83,64,63,40,61,62,62,40,62,62,61,41,61,63,62,41,62,61,62,38
12817,85,62,67,67,62,59,63,67,68,61,62,62,67,71,61,61,61,69,71,61
13122,88,65,43,60,62,62,40,62,63,63,39,62,60,60,40,62,63,60,40,62
13427,96,67,62,62,67,68,61,60,64,69,72,62,61,60,69,68,61,62,62,68
13732,86,63,61,41,60,61,60,39,61,62,61,38,62,62,62,41,61,61,61,38
14037,87,62,69,71,62,61,60,69,69,63,61,61,71,70,61,62,60,70,71,61
14342,85,65,39,60,60,62,41,62,62,61,40,59,61,62,40,62,61,60,40,63
14648,96,64,61,61,75,71,61,61,61,70,69,62,61,60,68,71,60,62,60,74
14953,88,63,62,41,62,61,62,40,62,60,63,39,62,61,61,39,61,62,62,42
15258,84,72,71,61,61,60,70,69,61,59,63,67,71,63,63,62,71,71,62,62
15563,83,59,40,64,62,61,42,61,62,60,39,60,60,62,39,62,61,62,39,62
15868,85,70,68,62,62,61,69,69,59,62,61,67,72,61,61,62,69,72,60,62
16173,83,63,39,62,62,62,41,62,60,62,42,61,63,62,40,61,62,61,41,61
16478,93,73,62,61,62,69,70,60,60,62,70,68,61,61,62,71,70,61,62,62
16783,86,67,39,63,63,62,40,61,62,60,39,61,63,61,40,62,63,63,42,62
17089,86,65,61,72,71,60,58,61,69,69,61,60,61,69,68,61,61,59,71,70
17394,54,63,64,64,39,62,61,62,40,61,62,62,41,62,61,59,37,63,61,61
17699,85,63,67,69,64,61,60,72,70,60,62,61,67,69,61,63,61,70,67,62
18004,96,64,61,62,38,62,61,62,40,60,61,60,40,61,60,62,39,63,66,60
18309,85,65,62,70,68,62,63,62,71,73,64,61,62,71,69,61,63,63,69,71
18614,87,66,61,42,60,62,61,38,61,61,62,40,60,62,61,38,63,61,65,40
18919,93,72,63,63,62,69,69,60,60,63,70,71,61,62,60,67,69,62,61,61
19225,56,63,62,62,39,62,61,63,41,62,60,61,38,61,63,60,38,62,61,61
19530,84,64,62,70,68,61,61,61,75,70,61,60,62,71,69,61,61,60,68,72
19835,58,64,62,61,40,61,62,60,40,62,61,62,41,62,61,61,40,61,61,60
20140,88,62,72,68,63,61,61,71,71,61,62,61,70,68,62,61,61,70,70,63
20445,54,70,62,61,42,60,60,62,40,62,61,59,39,61,61,62,40,62,61,61
20750,96,71,62,61,63,71,70,63,61,61,68,70,62,61,63,74,68,61,61,61
21055,93,62,64,62,41,61,60,61,38,61,62,63,42,60,60,62,40,62,62,61
21361,99,66,63,62,69,69,61,63,60,68,70,61,62,61,68,71,62,62,61,68
21666,84,61,60,39,60,62,60,42,63,60,62,38,61,62,61,40,63,61,61,41
21971,84,62,62,69,68,65,61,61,68,72,61,63,61,69,68,61,62,62,67,69
22276,92,64,61,62,39,62,62,62,40,64,60,60,42,61,61,61,38,61,62,61
22581,84,65,70,69,61,64,61,72,68,60,60,61,66,69,60,63,60,69,71,61
22886,54,64,62,61,39,61,62,62,40,62,62,61,40,61,61,62,38,62,63,60
23191,84,61,61,72,71,62,60,62,69,71,62,60,62,69,67,61,62,62,71,70
23497,53,65,63,62,40,62,62,62,40,62,62,63,41,63,60,61,40,64,61,61
23802,85,64,70,68,61,62,62,68,70,61,63,61,69,68,62,60,62,70,68,60
24107,86,65,42,62,61,62,41,62,62,61,41,62,62,61,41,61,63,63,40,60
24412,95,69,63,61,62,71,71,61,61,60,68,68,59,62,62,70,71,60,60,62
24717,55,63,62,61,40,61,60,62,42,61,62,62,39,60,63,59,39,61,62,61
25022,93,62,61,61,72,70,61,61,61,69,73,62,62,60,73,68,64,62,62,70
25328,90,64,62,61,41,61,62,61,39,60,61,63,39,59,64,66,42,62,61,59
25633,97,63,63,61,68,72,61,62,62,70,69,60,61,61,74,70,63,61,61,68
25938,54,63,62,61,38,60,61,61,39,60,60,62,40,61,65,62,41,61,62,63
26243,85,61,75,71,61,61,60,67,71,62,60,62,69,70,60,62,62,69,73,62
26548,87,43,60,62,62,39,63,61,61,39,63,60,62,40,62,61,64,42,61,61
26853,96,72,60,61,62,69,71,61,62,61,68,71,61,61,61,71,68,60,61,62
27158,85,40,61,62,61,40,62,60,60,40,61,61,63,37,65,61,60,39,60,63
27464,96,71,62,62,62,69,70,61,61,59,70,68,62,61,63,69,72,63,65,60
27769,85,62,42,63,66,61,39,61,60,61,40,61,61,61,40,62,66,61,40,62
28074,85,63,60,70,68,62,60,61,72,67,63,62,62,69,71,60,62,62,69,69
28379,55,66,62,62,39,62,61,61,39,61,62,61,38,62,61,61,41,61,61,63
28684,83,64,61,68,72,61,63,63,68,69,60,62,62,68,69,62,61,61,68,68
28989,89,63,38,63,61,62,41,62,62,60,42,63,60,62,41,62,62,61,41,62
29294,86,61,62,70,68,60,62,60,69,69,61,63,61,74,70,60,62,63,70,68
29600,83,40,62,63,63,40,63,62,61,41,62,59,62,42,61,61,62,38,62,60
29905,92,65,65,64,69,72,62,62,61,69,71,64,62,62,71,69,63,62,61,70
30210,95,66,63,62,41,61,63,63,39,64,61,60,41,62,61,61,37,64,61,61
30515,94,70,61,62,62,71,68,61,60,60,69,67,63,62,61,70,72,62,62,62
30820,95,62,60,62,41,60,61,63,40,61,62,60,40,63,61,63,39,64,60,60
31125,87,63,65,70,61,61,61,69,69,61,65,64,71,68,61,60,61,69,73,60
31431,89,64,38,65,61,61,39,64,64,62,40,61,62,61,41,65,60,61,41,61
31736,85,69,69,61,61,61,67,73,62,61,62,67,69,61,61,61,74,69,60,63
32041,95,62,61,61,40,62,61,60,38,62,61,61,40,62,61,63,41,60,62,60
32346,88,61,64,71,71,62,63,62,69,70,60,62,61,70,68,65,61,61,69,69
32651,91,63,60,62,41,62,61,63,38,59,62,62,41,60,61,60,39,61,61,61
32956,100,62,61,61,69,69,61,64,60,67,71,61,61,59,72,69,63,62,61,67
33261,85,62,62,38,62,59,63,39,63,60,61,40,62,60,61,39,61,63,61,40
33566,88,62,61,69,72,62,61,63,69,70,60,62,61,69,70,62,65,61,72,69
33872,84,60,61,37,63,62,60,38,62,60,61,38,61,59,63,40,62,61,60,41
34177,86,62,71,67,63,63,63,69,70,61,59,61,70,71,61,63,62,68,68,62
34482,96,61,62,61,41,63,62,61,41,62,61,63,41,63,62,62,39,61,61,60
34787,85,63,68,70,62,62,61,73,72,59,61,62,71,70,62,66,60,68,70,62
35092,86,60,39,62,61,63,39,64,60,63,39,60,60,62,40,63,60,60,41,61
35397,97,71,61,66,61,70,69,63,61,61,69,69,62,62,61,69,70,61,63,61
35702,92,61,60,62,39,63,62,61,42,63,63,61,40,61,63,60,40,64,61,62
36008,85,74,72,62,60,63,68,69,62,60,63,69,69,61,61,63,70,71,61,62
36313,57,65,63,62,37,60,62,64,39,63,62,63,41,62,60,62,38,62,61,60
36618,86,63,61,71,74,62,62,61,70,70,63,61,61,68,70,62,62,62,70,70
36923,94,64,63,62,41,60,61,61,38,60,62,62,40,61,61,61,39,62,60,64
37228,90,65,73,70,62,62,62,69,69,63,61,61,69,69,62,62,60,69,70,62
37533,90,63,61,40,62,60,63,39,61,61,60,41,62,62,61,41,61,62,61,40
37838,96,70,59,61,60,73,68,62,62,60,68,68,61,62,60,67,68,61,62,61
38144,55,64,62,62,39,61,61,62,39,62,61,67,41,61,62,62,36,62,63,60
38449,93,63,61,62,69,70,63,64,60,72,71,60,60,62,67,68,62,60,62,69
38754,89,63,61,39,63,64,60,38,61,61,61,41,61,59,63,40,61,61,62,41
39059,85,71,72,60,61,62,71,71,62,63,60,69,71,61,61,61,71,74,61,61
39364,95,63,62,62,40,64,62,61,41,62,60,60,39,61,61,60,39,62,63,61
39669,93,63,62,62,70,71,61,63,61,67,72,62,61,62,69,70,62,61,61,73
39975,84,64,61,40,62,62,61,37,62,62,60,42,61,63,62,40,61,62,64,41
40280,96,62,63,61,72,70,60,60,62,70,70,61,61,62,71,69,62,61,64,72
40585,85,62,41,61,62,62,40,61,66,62,39,61,60,62,39,63,61,61,40,62
40890,84,64,62,69,70,62,62,61,69,68,61,61,62,71,70,63,60,63,67,71
41195,91,62,62,61,41,61,60,62,41,62,63,62,40,62,61,64,39,64,61,61
41500,86,64,73,72,61,62,62,67,69,63,64,60,70,71,61,60,61,67,68,62
41805,89,63,62,40,62,62,62,41,60,60,61,40,62,61,61,39,62,61,62,42
42110,99,73,64,63,61,69,72,61,62,61,68,73,60,63,62,69,69,62,61,63
42416,86,62,39,61,62,60,40,61,61,64,42,61,62,62,40,62,60,61,38,62
42721,83,62,72,74,61,61,61,69,67,63,61,60,72,69,62,61,62,67,69,60
43026,87,39,60,61,60,37,62,62,61,40,60,62,61,43,65,61,61,39,61,61
43331,92,64,61,62,71,69,61,61,62,69,70,62,62,62,69,72,62,63,62,68
43636,96,62,62,61,40,62,62,62,39,60,62,61,41,60,61,61,40,64,61,61
43941,95,71,60,62,61,68,68,61,62,59,70,70,62,60,61,68,71,65,62,60
44246,95,64,61,61,40,63,61,59,38,61,62,64,38,61,62,62,38,62,61,61
44552,87,76,69,61,61,61,68,70,60,62,60,68,71,62,60,61,73,70,60,63
44857,93,64,61,62,39,61,62,65,38,62,63,61,41,59,61,62,39,63,62,60
45162,98,64,62,60,70,73,61,61,62,71,70,61,61,61,67,71,61,62,63,68
45467,91,65,62,41,61,61,61,39,61,62,61,41,61,62,60,39,62,61,62,40
45772,84,73,69,60,62,62,68,70,61,61,61,70,71,61,63,60,75,68,61,59
46077,95,64,64,62,39,63,61,62,39,61,62,62,40,61,62,61,39,61,60,61
46383,86,64,62,68,71,61,60,63,73,72,60,61,60,69,69,60,61,61,69,68
46688,88,66,62,43,63,61,62,38,66,61,61,38,62,62,62,39,62,63,61,41
46993,86,61,69,70,63,61,63,67,70,62,61,62,70,71,63,61,62,72,69,61
47298,85,62,40,61,63,61,40,61,60,62,40,62,63,59,39,65,62,64,39,64
47603,93,73,59,63,62,70,70,60,62,60,68,70,61,62,62,69,68,62,61,60
47908,86,64,41,62,62,65,38,62,60,63,39,63,61,61,39,61,63,62,38,62
48213,85,64,69,71,62,61,62,68,70,63,63,62,69,72,61,61,61,72,73,62
48519,85,63,40,63,61,62,38,62,62,62,40,62,61,62,41,61,61,66,41,62
48824,83,65,61,68,70,61,61,66,73,69,61,60,62,70,70,62,62,61,71,71
49129,86,61,40,59,62,62,41,63,63,60,38,61,62,61,40,62,62,62,40,63
49434,86,74,70,61,60,63,70,70,61,61,62,69,68,64,61,61,70,70,61,61
49739,88,61,41,61,61,60,41,62,62,61,39,62,62,63,37,60,60,62,41,60
50044,93,64,60,62,71,68,60,62,64,70,70,60,59,61,73,70,63,61,62,71
50350,56,64,64,64,40,62,62,64,40,61,60,63,39,63,61,61,41,61,61,62
50655,87,64,60,69,68,62,61,62,70,70,61,62,60,68,69,62,61,62,69,70
50960,84,41,62,61,62,39,62,62,63,38,61,61,60,38,61,61,61,41,65,61
51265,87,65,61,71,70,61,61,65,70,69,62,62,63,71,69,62,63,62,69,70
51570,85,62,39,62,60,61,40,61,61,62,40,60,62,61,41,62,62,61,40,62
51875,85,72,68,62,61,61,70,70,62,63,61,73,70,63,63,60,70,72,62,60
52180,83,41,62,62,59,41,64,61,62,40,65,63,62,39,60,62,64,41,61,62
52486,87,71,72,62,63,60,67,69,61,61,61,70,72,61,62,62,72,72,61,61
52791,87,60,41,62,63,63,38,61,61,62,40,60,62,62,40,64,60,60,37,62
53096,84,70,68,60,62,60,69,67,62,61,60,69,68,61,62,63,71,67,61,64
53401,93,63,61,61,40,61,61,62,40,60,62,61,37,62,62,61,40,61,61,61
53706,86,63,68,68,60,62,62,69,69,60,60,63,71,69,62,61,62,70,67,62
54011,84,65,63,38,60,60,62,40,62,60,66,39,64,60,62,41,60,64,61,40
